training_diagnostics_schema_version,method,display_name,tag,step,value_mean,value_std,seed_count
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,18954.130653266333,-7.749850504091344,2.2078536611344917,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,19206.27135678392,-10.07461246587419,1.6717800265341352,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,19458.412060301507,-7.4892298561788,6.589965815043853,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,19710.552763819098,-7.317292559209281,2.8563120801010036,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,19962.693467336685,-8.124657453261728,2.3778201336306317,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,20214.834170854272,-8.586960221698098,2.41381057527903,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,20466.97487437186,-6.675960885434527,6.204255508928721,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,20719.11557788945,-10.810596749728944,2.0291836276570403,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,20971.256281407037,-10.209608310016765,1.7276140385153207,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,21223.396984924624,-10.24050745981035,1.017320149014572,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,21475.53768844221,-8.153757028360037,1.9987559179971195,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,21727.6783919598,-9.202303364467648,3.4073926356958246,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,21979.81909547739,-5.095648305663188,6.999674767525419,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,22231.959798994976,-9.507250745335206,2.328161139782274,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,22484.100502512563,-4.758397405065601,5.531311554280119,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,22736.24120603015,-9.219817313654776,2.6438036915633,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,22988.38190954774,-9.50387458942372,1.9556573823765706,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,23240.52261306533,-8.111811918162664,5.2587281636287475,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,23492.663316582915,-10.347028231525481,1.4645230947303542,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,23744.804020100502,-9.29080652577843,3.3763819923202045,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,23996.944723618093,-5.125137635061369,7.1598201677013975,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,24249.08542713568,-6.629596977198181,3.2841767125182786,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,24501.226130653267,-8.979135056803347,0.9715261954672356,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,24753.366834170854,-8.885288751570316,2.5947523031390185,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,25005.50753768844,-8.523951743440387,1.274054874112086,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,25257.648241206032,-9.086024093536007,1.8778518074846562,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,25509.78894472362,-7.705613248143621,2.037228099360263,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,25761.929648241206,-7.34867283504893,1.714674124550724,5
training_diagnostics_v1,ppo_baseline,PPO baseline,charts/episodic_return,26014.070351758794,-8.531227848540725,2.1124089106179817,5
